total_fat,vitamin_a,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,protein,carbohydrate,fiber,sugars,calories
13.0,408.0,0.21,0.035,0.5,0.0,0.0,3.4,31.6,0.6,0.0,251
0.9,4.0,1.43,0.119,0.0,1.0,1.0,19.0,0.0,0.0,0.0,89
6.6,2500.0,5.0,1.66,20.0,133.0,1.51,5.0,82.4,2.4,26.1,403
19.0,0.0,14.0,0.2,13.7,0.0,0.0,15.7,0.0,0.0,0.0,235
5.3,1667.0,5.0,1.66,20.0,133.0,0.15,3.64,81.59,1.7,42.5,401
3.2,1563.0,4.69,1.55,18.8,125.0,0.01,4.69,85.94,2.2,45.31,391
3.1,0.0,1.04,0.46,0.0,0.0,0.3,20.98,0.0,0.0,0.0,117
0.2,70.0,0.0,0.112,97.0,0.0,0.0,2.09,8.18,4.2,0.0,36
1.0,57.0,2.55,0.319,0.0,47.0,0.33,19.44,0.0,0.0,0.0,86
3.0,20.0,1.17,0.217,0.0,80.0,0.85,23.62,0.0,0.0,0.0,128
8.0,3140.0,0.0,0.0,0.0,0.0,0.0,16.6,4.3,0.0,0.0,156
0.1,37.0,0.0,0.07,1.0,0.0,0.1,0.39,17.95,1.8,16.15,69
2.9,429.0,0.02,0.01,0.0,0.0,0.14,5.71,42.86,7.1,6.58,200
16.0,22.0,0.56,0.422,0.0,42.0,0.24,19.07,0.0,0.0,0.0,224
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,89.11,0.0,85.19,360
1.9,57.0,0.0,0.0,0.6,0.0,0.0,9.6,4.47,0.0,0.0,74
3.3,150.0,0.42,0.06,0.2,47.0,0.43,3.73,9.94,0.6,5.1,84
0.0,852.0,0.0,0.042,34.2,0.0,0.1,0.62,9.57,0.7,8.87,37
8.3,0.0,0.69,0.33,0.0,33.0,0.28,22.3,0.3,0.0,0.0,172
1.8,1667.0,19.4,6.44,68.0,134.0,15.3,17.79,73.4,1.4,12.69,377
1.3,1667.0,5.0,1.67,20.0,133.0,0.12,4.8,89.7,8.4,31.3,387
28.0,0.0,0.0,0.01,0.0,0.0,0.0,2.9,66.7,1.4,44.3,528
6.0,18.0,1.65,0.438,0.0,10.0,0.07,27.71,0.0,0.0,0.0,165
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,5.08,0.0,0.0,34
8.3,54.0,0.03,0.122,0.5,0.0,2.23,4.17,79.17,4.2,29.17,408
0.5,0.0,0.0,0.118,8.0,0.0,0.14,0.62,4.5,2.8,1.89,22
2.9,7.0,0.0,0.009,1.1,0.0,0.0,15.57,9.88,2.8,0.0,119
13.0,157.0,0.33,0.084,0.0,15.0,0.65,7.87,20.67,0.8,7.87,228
0.2,7654.0,0.0,0.132,24.9,0.0,1.81,2.57,5.46,2.9,0.6,27
2.4,27.0,1.05,0.672,0.0,7.0,0.08,20.87,0.14,0.0,0.06,105
19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,71.6,2.8,8.0,483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.81,0.0,0.81,16
20.0,39.0,0.1,0.027,0.1,0.0,0.21,4.5,57.4,2.2,31.92,417
3.7,0.0,0.08,0.025,0.0,0.0,0.21,3.2,24.92,0.5,15.26,146
9.6,0.0,0.0,0.0,1.7,0.0,0.0,18.74,0.84,0.0,0.28,167
76.0,0.0,0.0,0.359,0.7,0.0,0.57,7.79,12.83,8.0,4.14,716
1.2,0.0,0.0,0.0,0.0,0.0,0.0,19.9,4.6,3.4,0.3,109
23.0,0.0,2.69,0.33,0.0,0.0,0.0,17.48,0.0,0.0,0.0,278
24.0,0.0,2.67,0.33,0.0,0.0,0.0,17.32,0.0,0.0,0.0,291
31.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,57.6,3.3,30.3,537
29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,64.2,3.0,42.7,533
19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.1,2.2,25.7,485
12.0,12.0,0.0,0.0,0.0,0.0,0.0,4.27,70.55,1.1,36.09,406
0.2,342.0,0.0,0.218,2.9,0.0,0.19,0.96,28.08,3.1,24.98,107
46.0,266.0,0.0,1.122,3.0,0.0,2.17,21.05,27.55,10.3,7.74,569
0.2,801.0,0.0,0.216,14.2,0.0,0.14,5.36,15.63,5.5,5.93,84
0.2,1030.0,0.0,0.144,47.9,0.0,0.39,3.27,7.05,2.8,3.99,42
5.7,7.0,0.63,0.527,0.6,22.0,0.18,21.43,0.0,0.0,0.0,143
46.0,0.0,0.0,0.256,0.0,0.0,0.92,15.31,32.69,3.0,5.01,574
48.0,0.0,0.0,0.323,0.3,0.0,0.92,16.84,29.87,3.3,5.01,580
7.8,37.0,0.39,0.184,0.0,0.0,0.37,28.34,0.54,0.0,0.53,184
5.7,41.0,0.23,0.266,0.0,0.0,0.27,27.52,0.0,0.0,0.0,162
0.4,519.0,0.0,0.063,11.0,0.0,0.42,1.98,6.98,3.4,2.6,40
0.2,547.0,0.0,0.044,12.9,0.0,0.42,1.79,7.54,2.6,2.21,39
0.3,0.0,0.0,0.104,2.1,1046.0,0.01,3.09,3.26,1.0,1.98,22
28.0,210.0,0.3,0.18,0.0,3.0,0.7,18.99,0.0,0.0,0.0,337
29.0,31.0,4.09,1.364,42.6,0.0,12.27,5.81,62.99,8.7,39.19,539
0.0,0.0,0.0,0.001,0.0,0.0,0.01,0.12,0.0,0.0,0.0,1
13.0,75.0,2.1,0.26,0.0,0.0,0.0,18.2,7.54,0.4,0.0,221
16.0,7.0,0.0,0.37,0.0,0.0,1.5,11.25,66.3,10.2,0.86,453
23.0,59.0,0.07,0.005,0.0,0.0,0.0,4.9,68.2,1.7,0.0,492
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.7,1852.0,5.59,1.85,22.2,148.0,0.62,5.4,84.5,5.0,33.09,383
23.0,0.0,0.0,0.04,0.0,0.0,0.0,4.9,70.0,3.4,1.2,467
2.1,277.0,0.0,1.209,118.0,0.0,0.0,15.2,74.65,10.4,0.0,321
2.1,58.0,9.47,0.104,4.1,0.0,0.42,3.17,10.32,0.7,0.38,72
20.0,0.0,1.02,0.613,0.0,20.0,0.31,26.69,0.58,0.0,0.0,289
33.0,0.0,1.17,0.508,0.0,34.0,0.35,22.83,1.39,0.0,0.0,393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.0,0.81,16
11.0,1429.0,1.7,0.6,0.0,2.0,4.05,4.3,44.4,12.9,10.9,259
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.68,0.0,0.0,85
3.1,2012.0,0.0,0.0,10.2,0.0,0.0,10.28,3.64,1.0,1.73,81
16.0,97.0,1.4,0.383,0.0,8.0,0.07,25.88,0.0,0.0,0.0,249
1.6,1707.0,0.0,0.046,1.9,0.0,0.12,2.42,10.7,1.3,1.64,66
72.0,0.0,0.16,0.052,0.0,11.0,0.0,8.5,0.0,0.0,0.0,685
4.4,0.0,0.01,0.001,0.0,0.0,0.0,0.0,89.0,0.0,0.0,386
0.4,8084.0,0.0,0.08,13.5,0.0,1.6,2.11,2.92,2.2,0.33,19
3.1,115.0,0.33,0.039,0.9,37.0,0.0,3.03,12.21,0.0,0.0,89
9.5,1463.0,1.62,1.11,0.0,0.0,0.68,7.42,48.39,2.6,4.41,309
0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.07,2.16,0.0,0.96,84
0.0,290.0,0.9,0.4,108.6,0.0,5.03,0.63,10.9,0.0,9.3,46
23.0,0.0,0.0,0.02,0.0,0.0,0.0,5.2,68.0,2.4,31.0,498
24.0,16.0,0.0,0.0,0.0,0.0,0.0,4.28,65.02,2.0,34.06,497
30.0,0.0,0.0,0.056,0.0,0.0,0.0,6.7,50.4,1.8,0.0,501
0.2,180.0,0.0,0.035,3.4,0.0,0.0,1.06,26.6,2.4,0.0,103
2.0,0.0,0.0,0.103,0.8,0.0,0.09,4.98,13.55,3.7,0.54,89
0.4,533.0,0.0,0.064,9.6,0.0,0.03,4.42,12.58,4.1,4.16,69
18.0,155.0,0.04,0.02,0.2,0.0,0.39,3.2,71.22,2.9,57.81,443
100.0,0.0,0.0,0.0,0.0,0.0,41.08,0.0,0.0,0.0,0.0,884
27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,68.6,1.7,51.2,530
1.5,29.0,11.5,0.18,7.6,0.0,0.0,19.35,0.0,0.0,0.0,97
16.0,96.0,3.59,0.44,0.0,0.0,0.0,15.21,3.84,1.3,0.0,225
0.1,3.0,0.0,0.299,13.0,0.0,0.05,1.87,20.13,2.0,0.91,87
9.8,79.0,0.84,0.06,0.1,0.0,0.4,9.25,20.23,2.9,1.57,206
2.8,238.0,0.0,0.0,4.8,0.0,0.0,1.59,18.25,0.8,11.9,103
0.5,12.0,0.0,0.173,44.3,0.0,0.07,1.84,4.11,2.3,2.08,23
21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,0.0,0.0,0.0,255
76.0,146.0,0.41,0.032,0.0,4.0,1.18,3.87,0.55,0.0,0.0,703
0.6,334.0,0.0,0.0,1.0,0.0,0.0,2.53,5.71,0.8,0.37,37
0.2,618.0,0.0,0.0,1.0,0.0,0.0,2.13,10.04,1.9,2.13,51
1.6,3.0,0.0,0.15,0.0,0.0,0.12,8.8,79.2,1.6,0.64,361
0.2,1600.0,0.0,0.196,1.0,0.0,0.96,2.72,3.39,2.7,0.69,21
2.7,126.0,0.52,0.153,0.0,0.0,0.54,12.53,70.26,2.6,6.7,355
0.1,11170.0,0.0,0.112,2.0,0.0,0.73,0.59,5.36,1.8,2.46,23
0.1,889.0,0.0,0.152,17.0,0.0,0.0,1.8,5.41,2.8,0.0,24
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4,0.3,0.0,387
1.5,20.0,0.63,0.813,0.0,5.0,0.06,23.66,0.14,0.0,0.05,109
13.0,55.0,0.24,0.309,0.6,11.0,1.23,15.67,22.86,2.2,0.49,270
0.2,510.0,0.0,0.126,10.6,0.0,1.97,1.65,8.98,1.9,4.83,38
0.5,1525.0,0.0,0.216,21.9,0.0,4.3,4.32,18.91,4.1,12.18,82
0.2,7625.0,0.0,0.18,27.4,0.0,1.88,1.14,4.36,3.5,0.53,20
0.1,122.0,0.0,0.228,12.1,0.0,0.34,1.49,26.99,3.9,0.49,114
0.1,450.0,0.0,0.024,16.2,0.0,0.0,2.53,9.17,0.0,0.0,47
2.1,21.0,0.09,0.046,0.0,0.0,0.17,4.54,25.16,1.2,0.4,138
0.2,0.0,0.0,0.098,0.0,0.0,0.0,1.53,1.52,1.0,0.0,11
2.7,58.0,12.91,0.045,0.0,1.0,1.32,8.87,4.23,0.0,0.96,79
1.0,50.0,2.1,0.076,0.5,0.0,0.0,14.85,0.0,0.0,0.0,72
5.9,4.0,0.0,0.197,0.0,0.0,0.84,9.2,56.4,6.7,4.22,305
4.4,1923.0,5.8,1.923,23.1,154.0,0.57,5.2,84.5,5.1,34.8,380
4.1,154.0,0.0,2.038,0.0,0.0,0.67,6.37,83.68,15.3,20.66,331
0.4,0.0,0.07,0.12,0.0,0.0,0.0,16.8,2.25,0.0,0.2,80
5.9,99.0,0.36,0.33,0.0,0.0,0.22,19.56,0.0,0.0,0.0,137
35.0,37.0,1.09,0.535,0.0,17.0,0.42,33.92,1.7,0.0,0.0,468
6.7,104.0,1.25,0.185,2.9,0.0,0.0,29.67,0.0,0.0,0.0,187
4.8,99.0,0.0,0.0,1.0,0.0,0.0,0.01,46.1,7.7,7.21,269
2.8,0.0,0.0,0.0,0.0,0.0,0.0,11.8,81.0,11.7,5.0,356
2.9,9.0,0.0,0.46,0.0,0.0,0.98,11.43,81.5,11.4,5.71,371
2.0,365.0,0.69,0.224,27.6,28.0,0.83,5.87,2.06,0.2,0.78,49
6.8,277.0,0.27,0.097,1.3,3.0,0.28,7.03,23.37,3.7,2.1,180
0.3,433.0,0.0,0.098,11.5,0.0,0.0,3.09,9.25,2.0,0.0,50
13.0,28.0,1.9,0.19,0.0,0.0,0.0,18.09,8.04,0.7,0.0,229
33.0,3.0,0.01,0.02,0.0,0.0,0.0,4.9,58.3,1.8,0.0,542
26.0,1.0,0.0,0.071,0.0,0.0,2.44,5.37,63.78,1.3,21.65,514
3.4,0.0,0.36,0.394,0.0,28.0,0.29,16.9,0.55,0.0,0.0,100
1.7,214.0,0.0,0.39,0.0,0.0,0.0,8.41,74.79,7.1,0.0,355
1.3,208.0,1.25,0.006,4.4,42.0,2.81,0.63,9.38,0.4,8.75,50
2.3,4.0,0.0,0.01,2.0,0.0,0.0,11.4,24.6,4.7,17.2,150
0.3,155.0,0.0,0.178,46.5,0.0,0.0,0.8,3.9,1.2,0.0,18
11.0,374.0,0.62,0.13,0.1,0.0,0.74,11.91,28.8,3.0,3.71,263
3.7,0.0,0.0,0.243,55.6,0.0,0.89,7.41,84.0,18.5,18.52,333
39.0,262.0,1.71,0.375,0.0,54.0,0.15,23.94,0.57,0.0,0.0,459
0.6,27.0,0.07,0.232,6.2,8.0,0.02,1.91,17.57,1.5,1.48,83
1.0,0.0,0.0,0.452,0.0,0.0,0.03,7.51,80.89,1.8,0.33,374
0.2,0.0,0.0,0.0,0.0,0.0,0.0,11.6,76.0,0.0,0.0,351
3.0,316.0,52.41,0.22,11.0,0.0,0.0,15.74,0.82,0.0,0.0,97
3.1,308.0,28.2,0.37,5.0,0.0,0.0,15.76,0.85,0.0,0.0,99
0.2,261.0,0.01,0.012,1.1,1.0,0.01,0.2,18.4,0.3,16.98,69
13.0,83.0,0.27,0.35,0.0,0.0,0.0,23.97,0.0,0.0,0.0,223
0.8,5.0,2.15,0.112,0.0,2.0,0.0,20.54,5.41,0.0,0.0,111
0.9,1613.0,4.84,1.61,19.4,129.0,0.09,4.25,90.2,1.2,39.27,389
1.1,142.0,0.0,0.015,0.0,42.0,2.81,0.59,0.58,0.0,0.0,15
4.3,1515.0,4.5,1.51,18.2,121.0,0.77,5.5,85.4,4.2,27.29,386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.9,0.0,0.0,0.0,0.0,0.0,0.0,8.59,46.35,2.6,5.06,243
15.0,11.0,0.11,0.487,0.0,0.0,1.21,18.06,20.29,0.7,0.09,293
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6,0.0,0.0,394
0.3,13.0,0.0,0.06,31.5,0.0,0.08,0.46,6.5,0.4,2.4,22
21.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,66.0,3.1,14.0,471
0.9,4396.0,0.02,0.044,0.7,1.0,0.3,2.32,7.62,1.5,1.54,48
2.2,11.0,0.42,0.13,0.0,0.0,0.0,16.26,76.39,9.4,1.37,366
11.0,105.0,1.8,0.471,0.0,8.0,0.13,25.86,0.0,0.0,0.0,207
3.2,194.0,0.0,0.03,0.8,0.0,0.89,2.51,7.41,0.1,2.28,68
12.0,253.0,0.08,0.034,1.2,0.0,0.0,3.5,50.5,0.8,0.0,319
11.0,1087.0,1.3,0.43,0.0,2.0,0.0,5.2,45.0,1.2,18.5,300
0.1,33.0,0.0,0.037,16.6,0.0,0.23,0.47,5.66,0.7,1.59,17
16.0,509.0,0.47,0.058,0.1,0.0,0.51,4.14,16.07,0.6,14.81,225
3.7,150.0,0.0,0.178,10.6,0.0,0.0,2.87,10.78,1.9,0.0,88
0.8,1020.0,0.0,0.0,0.0,0.0,0.0,4.49,12.24,3.3,2.04,74
0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,6.2,0.0,0.0,24
2.1,170.0,0.33,0.042,0.9,36.0,0.0,3.24,13.47,0.5,0.0,85
18.0,366.0,0.96,0.074,0.0,7.0,0.77,14.75,25.14,2.0,2.36,325
25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,59.0,3.2,9.0,492
0.7,0.0,0.0,0.015,0.0,0.0,0.0,0.12,98.55,0.7,95.29,401
11.0,124.0,0.01,0.038,3.2,0.0,1.52,1.9,34.0,1.6,15.65,237
28.0,1577.0,1.02,0.33,43.3,303.0,3.38,12.0,56.0,0.0,56.0,524
0.0,258.0,0.0,0.007,5.3,0.0,0.29,0.27,13.92,0.6,13.32,54
0.2,5185.0,0.0,0.57,33.0,0.0,0.07,3.68,7.29,2.0,1.0,37
0.6,4649.0,0.0,0.157,23.0,0.0,0.5,1.9,3.8,0.7,3.11,23
0.1,0.0,0.0,0.218,27.4,0.0,0.01,1.58,16.02,3.1,0.5,66
16.0,0.0,0.0,0.03,0.0,0.0,0.0,7.1,73.9,2.0,22.6,461
0.1,12264.0,0.0,0.112,2.0,0.0,0.73,0.58,5.37,1.8,2.46,23
12.0,453.0,7.38,0.271,0.0,0.0,1.49,20.25,0.0,0.0,0.0,187
0.6,1.0,0.05,0.016,0.0,0.0,0.03,0.92,11.54,0.5,9.03,55
19.0,88.0,0.17,0.041,0.0,11.0,0.95,4.41,37.43,0.9,22.05,334
3.4,146.0,0.4,0.053,0.3,45.0,0.47,4.14,12.3,0.8,4.78,96
4.2,39.0,0.16,0.042,0.9,3.0,0.39,4.23,50.05,4.2,27.05,255
20.0,0.0,0.07,0.03,0.4,0.0,0.59,0.3,6.7,0.2,1.94,200
19.0,656.0,0.14,0.044,0.8,44.0,0.12,2.96,2.82,0.0,3.67,191
6.0,18.0,1.65,0.438,0.0,10.0,0.07,27.71,0.0,0.0,0.0,173
0.3,0.0,0.0,0.379,2.0,0.0,0.0,1.64,29.99,7.2,4.74,129
1.4,443.0,0.52,0.045,0.7,1.0,0.06,4.86,18.6,0.0,2.9,105
99.0,0.0,0.0,0.0,0.0,100.0,0.59,0.0,0.0,0.0,0.0,889
52.0,42.0,0.31,0.201,0.0,75.0,0.35,8.77,2.0,0.0,0.28,507
2.6,3.0,0.0,0.025,0.0,0.0,0.1,0.71,5.29,0.1,0.3,48
0.9,0.0,0.0,0.327,0.0,0.0,0.7,20.62,62.83,20.6,8.32,335
0.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,19.68,0.0,14.57,81
10.0,281.0,0.0,0.0,0.9,0.0,0.0,3.99,21.3,0.9,5.9,180
4.7,0.0,2.4,0.1,0.0,0.0,0.0,23.1,4.9,4.1,0.3,154
0.0,2058.0,0.0,0.0,24.7,0.0,1.11,0.0,7.41,0.0,7.41,29
19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,68.4,3.4,13.7,462
5.1,13.0,0.23,0.021,0.3,0.0,0.4,2.1,11.1,0.0,0.0,97
0.1,16.0,0.0,0.047,0.9,0.0,0.0,0.2,20.73,1.9,0.0,83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.87,0.0,0.0,28
0.4,1400.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,110
2.9,0.0,4.4,0.4,0.0,0.0,0.0,18.6,6.2,2.7,0.6,124
0.1,20870.0,0.0,0.186,9.1,0.0,0.77,1.71,23.4,1.8,9.17,100
1.2,2290.0,0.17,0.126,3.6,1.0,0.45,3.18,6.16,1.2,1.25,48
0.1,183.0,0.0,0.037,20.0,0.0,0.11,0.3,12.7,0.1,12.06,51
0.2,0.0,0.0,0.016,0.3,0.0,0.2,0.34,12.91,2.2,8.27,51
13.0,2000.0,0.0,0.12,0.0,0.0,0.0,7.4,75.6,11.0,22.8,433
8.8,146.0,0.32,0.29,0.0,0.0,0.0,17.55,0.0,0.0,0.0,154
17.0,92.0,1.05,0.27,0.0,16.0,0.99,16.75,0.2,0.0,0.0,217
0.4,154.0,0.0,0.082,5.3,0.0,0.0,2.63,7.75,3.9,0.0,38
6.3,0.0,0.0,0.12,0.0,0.0,0.47,16.0,67.0,9.8,1.0,367
0.7,0.0,0.0,0.164,0.0,0.0,0.11,7.13,79.95,1.3,0.12,365
15.0,0.0,0.0,0.372,4.7,0.0,1.67,3.43,41.44,3.8,0.3,312
39.0,0.0,0.5,0.0,0.0,0.0,0.43,12.53,0.83,0.0,0.83,407
21.0,649.0,0.0,0.0,0.4,0.0,0.0,12.0,9.2,0.3,6.7,276
0.0,408.0,0.24,0.082,24.5,0.0,0.0,1.22,8.16,0.0,7.35,37
21.0,10.0,0.09,0.43,0.0,0.0,1.85,18.11,17.72,0.9,0.34,330
3.5,59.0,0.38,0.53,1.2,5.0,0.13,21.97,0.0,0.0,0.0,126
17.0,0.0,1.5,0.17,0.0,0.0,0.0,16.51,23.16,0.0,0.0,311
7.2,0.0,0.86,0.717,0.0,7.0,0.26,30.55,0.0,0.0,0.0,187
0.0,463.0,0.0,0.02,0.0,0.0,0.0,0.2,16.2,0.1,0.0,64
0.1,440.0,0.0,0.044,25.0,0.0,0.11,0.5,8.69,0.0,8.33,38
8.5,258.0,0.39,0.143,0.9,0.0,0.75,7.84,15.51,1.5,2.03,170
4.1,264.0,0.19,0.069,1.9,8.0,0.5,4.37,11.45,2.7,2.91,100
2.2,0.0,0.45,0.122,17.9,0.0,0.0,6.81,13.5,1.3,0.0,101
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
0.1,21.0,0.0,0.039,26.8,0.0,0.6,0.1,10.5,1.5,0.0,39
15.0,380.0,0.0,0.231,0.2,0.0,0.0,8.7,71.6,4.8,0.0,445
0.7,0.0,0.0,0.158,28.3,0.0,0.0,7.74,65.0,6.8,0.0,274
21.0,4.0,0.36,0.179,0.0,0.0,3.53,7.1,67.78,5.4,0.78,472
2.8,115.0,0.24,0.034,0.7,34.0,0.0,3.25,20.68,0.1,0.0,121
0.4,1408.0,0.0,0.026,31.3,0.0,0.42,0.63,11.51,0.6,10.16,50
4.8,85.0,0.0,0.047,0.1,0.0,0.01,8.08,1.87,0.3,0.62,76
29.0,0.0,0.0,0.01,0.0,0.0,0.0,6.0,60.8,2.3,30.2,519
3.1,1397.0,27.5,0.665,9.4,45.0,0.22,17.4,0.29,0.0,0.0,99
4.5,40.0,0.0,0.105,8.3,0.0,0.21,8.47,6.53,0.8,0.52,81
0.4,8084.0,0.0,0.08,13.5,0.0,1.6,2.11,2.92,1.6,0.33,19
1.7,160.0,0.25,0.033,0.7,34.0,0.0,2.88,19.56,0.0,0.0,105
7.4,62.0,0.67,0.711,0.0,11.0,0.07,21.96,0.15,0.0,0.06,161
9.0,9.0,0.0,0.234,1.7,0.0,0.35,18.21,8.36,6.0,2.36,172
2.0,570.0,98.89,0.11,22.1,0.0,0.0,25.55,5.13,0.0,0.0,148
1.9,847.0,2.53,0.85,0.0,102.0,0.18,7.63,80.37,10.2,33.04,342
0.2,0.0,0.0,0.038,15.1,0.0,0.0,0.67,3.43,1.6,1.83,17
3.7,14.0,1.68,0.589,0.0,10.0,0.06,26.61,0.0,0.0,0.0,140
100.0,0.0,0.0,0.0,0.0,0.0,34.1,0.0,0.0,0.0,0.0,884
100.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.0,0.0,884
57.0,0.0,0.0,0.805,1.4,0.0,0.0,17.21,20.59,11.5,0.0,619
0.4,5223.0,0.0,0.161,1.8,0.0,0.12,0.89,8.85,2.8,3.3,37
7.3,446.0,0.0,0.0,1.0,0.0,0.0,5.3,29.68,1.0,24.04,201
20.0,93.0,1.16,0.282,0.0,58.0,1.22,20.94,0.15,0.0,0.0,267
7.6,45.0,1.88,0.319,0.0,4.0,0.38,27.51,0.0,0.0,0.0,178
100.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,884
0.7,0.0,0.0,0.0,0.0,0.0,0.0,20.9,1.31,0.0,0.0,95
9.8,108.0,0.0,0.121,16.1,0.0,2.46,10.1,68.61,7.4,24.85,387
0.1,29.0,0.0,0.027,21.2,0.0,0.16,0.17,11.27,1.1,9.39,42
1.1,12.0,0.0,0.02,0.6,0.0,0.09,3.2,9.88,1.9,3.19,61
14.0,9.0,2.49,0.338,0.0,2.0,0.12,25.93,0.0,0.0,0.0,240
26.0,74.0,0.32,0.09,0.0,0.0,2.85,9.57,60.48,3.7,50.75,515
6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,10.6,0.0,10.6,100
0.2,138.0,0.0,0.012,10.0,0.0,0.0,0.65,18.75,2.4,0.0,73
4.8,1189.0,0.0,0.88,11.5,0.0,0.0,11.3,78.04,8.3,16.82,380
15.0,9.0,2.49,0.311,0.0,2.0,0.12,23.87,0.0,0.0,0.0,241
1.2,2449.0,0.0,0.0,0.0,0.0,0.0,3.27,7.35,1.2,1.63,53
3.2,0.0,0.0,0.0,0.0,0.0,0.0,4.8,24.8,0.8,2.4,147
1.7,160.0,0.25,0.034,0.7,35.0,0.0,2.94,18.53,0.0,0.0,101
1.2,563.0,0.15,0.059,1.5,0.0,0.53,2.49,9.23,1.2,2.49,57
0.2,3622.0,0.0,0.237,16.0,0.0,1.23,1.3,2.13,1.4,0.25,12
0.4,4005.0,0.0,0.103,6.5,0.0,0.12,1.48,6.46,2.9,2.93,30
1.2,2595.0,0.0,0.0,0.0,0.0,0.0,3.16,6.24,1.3,1.15,49
9.5,224.0,0.8,0.41,2.9,0.0,0.36,14.29,71.21,0.1,47.62,428
4.6,2454.0,0.0,0.98,1.2,0.0,0.42,8.62,76.74,8.3,28.87,366
6.3,2558.0,0.0,1.025,0.1,0.0,0.56,16.5,64.21,13.0,1.27,361
68.0,0.0,0.43,0.15,0.0,0.0,0.31,6.02,0.0,0.0,0.0,638
8.5,0.0,0.77,0.113,0.0,0.0,0.1,7.96,6.96,1.3,0.18,136
9.8,0.0,0.36,0.33,0.0,5.0,0.62,27.9,0.0,0.0,0.0,208
0.3,7076.0,0.0,0.108,13.8,0.0,1.35,2.27,3.11,2.8,0.32,19
2.0,0.0,0.0,0.0,0.1,0.0,0.0,1.1,7.63,1.2,0.25,53
18.0,108.0,0.15,0.043,0.0,16.0,1.19,2.99,56.2,0.3,41.79,391
3.8,0.0,0.83,0.47,0.0,0.0,0.56,31.0,0.0,0.0,0.0,167
13.0,541.0,0.0,0.055,0.0,0.0,2.86,0.58,29.28,1.1,28.45,233
20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,74.61,0.5,46.68,493
0.2,2941.0,0.0,0.233,171.0,0.0,1.65,0.92,6.7,1.2,4.39,28
1.6,397.0,0.0,0.0,0.0,0.0,0.0,2.38,8.73,0.8,0.79,56
1.5,263.0,0.0,0.139,5.5,0.0,0.09,3.41,20.98,2.4,4.54,96
3.8,0.0,0.26,0.23,0.0,2.0,0.39,19.6,2.93,0.0,0.0,124
0.1,2572.0,0.0,0.118,23.9,0.0,2.5,1.64,4.31,2.3,2.01,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0
2.6,97.0,0.0,0.1,0.0,0.0,0.0,21.5,70.09,17.3,17.79,330
5.1,2679.0,7.0,2.5,75.0,215.0,0.0,7.59,81.5,10.3,27.5,375
9.2,46.0,0.53,0.345,0.0,2.0,0.19,18.08,0.11,0.0,0.0,161
26.0,1523.0,1.7,0.384,61.0,307.0,4.5,11.1,56.3,0.0,56.3,501
7.4,0.0,2.43,0.42,0.0,0.0,0.32,20.72,0.0,0.0,0.0,155
8.0,43.0,1.67,0.554,0.0,15.0,0.07,26.09,0.0,0.0,0.0,176
23.0,0.0,0.0,0.03,0.0,0.0,0.0,6.6,64.3,2.1,6.8,487
0.3,81.0,0.0,0.056,9.7,0.0,0.46,1.89,7.88,3.3,3.63,35
1.9,60.0,0.23,0.09,1.9,1.0,0.09,4.34,11.53,1.1,0.37,81
3.8,0.0,0.0,0.0,1.4,0.0,0.0,17.21,1.82,0.0,0.14,110
