total_fat,vitamin_a,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,protein,carbohydrate,fiber,sugars,calories
0.0,0.0,0.0,0.032,0.0,0.0,0.87,0.54,6.75,0.5,0.28,26
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902
6.4,26.0,0.24,0.053,0.0,0.0,0.36,9.5,52.0,3.7,4.3,307
2.2,4.0,0.0,0.08,0.0,0.0,0.38,10.66,43.91,9.2,5.0,238
0.1,1.0,0.0,0.13,4.8,0.0,0.02,0.8,7.55,0.9,5.02,32
0.4,1160.0,0.0,0.072,27.0,0.0,0.51,1.9,6.5,2.4,2.18,34
1.4,123.0,0.37,0.0,0.0,33.0,0.0,2.47,7.82,0.0,5.76,53
3.4,8.0,0.0,0.062,0.0,0.0,0.34,10.3,53.1,4.9,1.17,286
9.6,10.0,0.32,0.174,1.0,0.0,0.0,9.2,47.49,0.0,0.0,313
23.0,841.0,0.3,0.041,0.0,0.0,0.4,9.15,3.59,0.0,3.19,253
9.6,30.0,0.0,0.2,0.0,0.0,0.0,7.9,14.29,6.0,0.0,166
21.0,744.0,0.16,0.058,0.2,0.0,0.84,8.2,45.8,2.6,11.26,406
1.5,68466.0,0.0,1.04,14.6,0.0,5.45,8.1,79.57,23.6,38.82,341
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,18
0.5,143.0,0.0,0.72,23.0,0.0,2.11,1.45,32.1,5.4,20.14,124
8.9,40.0,0.0,1.05,0.0,0.0,0.55,49.81,30.63,16.0,9.33,372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.13,0.7,0.01,52
0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,77.59,0.0,77.59,286
22.0,17.0,0.0,0.203,0.0,0.0,0.69,6.41,63.49,6.7,1.5,476
22.0,1270.0,0.0,0.435,7.7,0.0,3.33,17.81,44.24,10.5,2.25,375
0.3,20.0,0.0,0.24,4.0,0.0,1.0,2.6,5.2,2.2,3.0,27
1.1,50.0,3.6,0.3,0.0,0.0,0.0,17.66,0.0,0.0,0.0,85
1.1,30.0,2.37,0.584,1.5,0.0,0.02,12.93,74.46,0.0,74.46,353
0.4,12.0,0.28,0.031,0.1,0.0,0.0,0.85,5.14,0.0,5.14,27
42.0,0.0,0.0,0.247,1.0,0.0,1.77,17.99,28.13,19.5,2.99,525
2.0,8.0,0.0,0.083,3.8,0.0,0.28,10.8,82.2,2.3,3.08,397
100.0,0.0,0.0,0.0,0.0,28.0,2.8,0.0,0.0,0.0,0.0,902
15.0,287.0,0.34,0.058,0.1,0.0,0.0,7.0,44.3,1.0,0.0,339
51.0,66.0,0.09,0.037,0.2,10.0,4.19,1.09,10.05,1.0,8.98,503
0.4,865.0,0.0,0.024,18.8,0.0,0.0,2.8,8.35,0.0,0.0,47
0.7,6917.0,0.0,0.247,69.0,0.0,0.7,2.6,5.5,1.1,4.4,32
0.4,10.0,0.0,0.165,0.4,0.0,0.05,2.45,75.03,8.0,63.35,282
0.8,11600.0,0.0,0.274,80.0,0.0,0.0,4.2,7.3,4.0,0.0,43
7.2,35.0,0.58,0.204,0.2,0.0,0.0,10.42,65.12,0.0,0.0,367
1.9,0.0,0.0,0.0,0.0,0.0,0.0,75.16,13.79,0.6,0.0,370
0.3,11587.0,0.0,0.263,60.0,0.0,2.86,1.5,7.13,3.2,0.81,32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,99.8,387
24.0,263.0,0.49,0.322,2.0,0.0,0.0,12.81,0.28,0.1,0.0,269
1.2,0.0,0.0,0.075,10.2,0.0,0.6,1.67,18.7,4.0,13.67,83
0.2,0.0,0.0,0.022,3.8,0.0,0.12,0.5,10.65,3.6,7.05,42
13.0,0.0,0.0,0.104,0.0,0.0,0.11,5.6,73.8,1.0,17.6,430
7.3,33.0,0.09,0.075,0.3,0.0,0.65,3.7,70.9,4.6,46.36,348
25.0,13636.0,13.46,0.19,3.5,0.0,0.0,12.38,5.89,2.5,1.65,305
16.0,1.0,2.38,0.15,0.2,0.0,0.0,15.27,3.73,0.2,0.71,223
0.2,6116.0,0.0,0.099,30.0,0.0,1.89,1.8,3.74,1.6,1.1,19
4.3,30998.0,54.0,0.76,4.5,0.0,0.0,16.37,6.32,0.0,0.0,133
22.0,21.0,0.07,0.215,0.0,0.0,4.08,4.32,34.91,3.2,2.17,350
18.0,0.0,0.0,0.828,0.0,0.0,2.1,20.28,8.09,2.8,0.0,255
26.0,0.0,1.57,0.166,0.0,0.0,0.19,10.26,4.17,0.0,0.0,290
2.8,0.0,0.0,0.736,0.0,0.0,0.6,7.23,76.48,4.6,0.66,363
0.9,4248.0,0.0,0.129,31.8,0.0,0.0,3.75,14.89,8.0,0.0,70
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.27,0.0,0.0,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,17.03,0.0,14.95,88
4.8,0.0,1.37,0.31,0.0,28.0,0.0,18.4,4.9,0.0,0.0,141
1.5,0.0,0.0,0.268,0.0,0.0,1.43,10.88,75.43,11.8,1.1,349
15.0,707.0,0.0,0.102,13.2,0.0,0.93,0.97,10.88,1.3,8.16,183
3.4,0.0,0.0,0.176,0.0,0.0,0.32,8.8,47.8,4.0,9.68,248
8.7,380.0,0.2,0.032,0.5,0.0,0.0,7.4,37.1,2.5,0.0,254
0.0,15.0,0.0,0.032,0.0,0.0,0.05,0.0,91.96,2.5,78.57,368
0.2,830.0,0.0,0.0,6.0,0.0,0.0,0.38,6.84,0.0,0.0,28
1.6,625.0,0.0,0.0,3.8,0.0,0.0,0.0,6.25,0.0,6.25,47
1.8,19.0,0.0,0.655,0.6,0.0,0.57,10.28,78.3,7.1,0.8,361
0.6,0.0,0.0,0.015,0.0,0.0,0.11,5.95,80.18,1.6,0.12,364
100.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,902
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902
0.2,909.0,0.0,0.24,10.9,0.0,0.13,0.79,31.15,2.3,14.0,116
0.2,0.0,0.0,0.24,3.0,0.0,0.38,1.53,17.34,3.3,2.9,72
0.1,0.0,0.0,0.033,11.9,0.0,0.0,0.11,0.38,0.0,0.0,3
2.7,0.0,4.97,0.513,0.0,0.0,0.2,21.81,0.0,0.0,0.0,117
1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.46,12.3,0.0,9.84,74
9.6,27.0,0.7,0.1,0.3,0.0,0.0,10.74,59.38,2.0,0.0,367
27.0,880.0,1.46,0.073,0.0,20.0,0.23,25.58,2.14,0.0,0.56,351
31.0,1047.0,0.64,0.124,0.0,0.0,0.0,21.54,2.0,0.0,0.0,369
7.4,0.0,0.01,0.161,0.0,0.0,0.66,7.0,48.3,4.6,8.22,270
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.91,0.0,46.55,268
0.5,0.0,0.0,0.174,2.3,0.0,0.12,3.07,79.18,3.7,59.19,299
0.3,12.0,0.0,0.047,58.8,0.0,0.29,0.67,7.68,2.0,4.89,32
0.8,15.0,0.8,0.3,0.0,0.0,0.0,19.31,0.0,0.0,0.0,90
9.7,0.0,0.0,1.3,0.0,0.0,0.0,23.15,51.8,13.2,0.0,360
1.7,9.0,0.0,0.368,0.0,0.0,1.01,11.31,75.9,12.2,0.41,342
4.3,9.0,0.0,1.303,0.0,0.0,1.49,15.55,64.51,42.8,0.41,216
0.6,290.0,0.0,0.08,27.7,0.0,0.37,0.88,10.18,4.3,0.0,44
15.0,53.0,0.0,0.25,21.0,0.0,0.0,15.98,55.17,21.1,0.0,305
100.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,884
9.8,1436.0,1.26,0.321,1.1,0.0,1.15,12.56,4.57,1.4,2.27,157
2.1,27521.0,0.0,0.4,11.1,0.0,2.0,5.6,17.31,11.0,6.3,93
0.6,3100.0,0.0,0.227,130.0,0.0,0.0,2.8,8.32,1.7,0.0,42
0.0,62.0,0.0,0.019,4.8,0.0,0.06,0.3,66.3,0.7,60.0,246
0.5,59.0,2.5,0.62,0.9,0.0,0.0,11.73,73.45,0.0,73.45,339
0.1,7.0,0.18,0.042,0.1,0.0,0.0,0.76,5.12,0.0,5.12,24
0.7,50.0,0.0,0.14,0.0,0.0,0.03,0.9,9.77,2.5,4.8,49
13.0,23.0,0.46,5.899,7.0,0.0,0.46,11.8,67.1,0.2,24.2,433
0.2,963.0,0.0,0.047,12.0,0.0,0.58,1.24,7.3,3.1,3.93,31
44.0,999.0,2.96,0.499,0.0,331.0,3.88,48.05,1.13,0.0,0.56,592
10.0,140.0,0.02,0.037,0.8,0.0,0.0,5.2,51.5,2.5,0.0,311
8.1,42.0,0.3,0.056,0.4,0.0,0.46,4.6,77.0,0.0,65.5,382
11.0,328.0,0.42,0.02,0.9,8.0,0.3,3.5,7.1,0.0,0.22,136
0.0,0.0,0.18,0.036,0.0,0.0,0.0,81.1,7.8,0.0,5.4,382
0.3,3.0,0.0,0.135,0.0,0.0,0.24,3.99,21.34,1.8,0.73,101
13.0,0.0,2.18,0.7,0.0,0.0,2.68,23.64,3.64,3.6,0.0,224
4.7,0.0,0.0,0.622,0.0,0.0,0.0,9.42,74.26,0.0,0.0,365
13.0,0.0,2.28,0.446,0.0,51.0,0.49,18.58,0.0,0.0,0.0,197
2.0,9.0,0.0,0.378,0.0,0.0,1.01,10.69,75.36,12.7,0.41,340
0.5,600.0,0.0,0.23,36.0,0.0,0.0,0.66,18.4,7.0,0.0,73
24.0,39.0,0.0,0.528,0.0,0.0,0.0,6.15,40.75,0.0,0.0,387
0.2,200.0,0.0,0.04,50.0,0.0,0.04,0.7,10.4,0.2,8.4,45
11.0,185.0,0.0,0.102,14.7,0.0,0.0,0.98,14.12,1.7,10.83,161
0.2,1116.0,0.0,0.209,57.0,0.0,0.11,1.43,7.37,2.1,3.83,31
0.5,214.0,0.0,0.03,21.0,0.0,1.17,1.39,9.61,5.3,4.88,43
0.6,35.0,0.0,0.274,41.9,0.0,0.0,4.8,23.54,7.8,0.0,109
27.0,1155.0,1.04,0.086,0.0,20.0,0.23,20.05,0.49,0.0,0.49,327
0.7,33.0,0.0,0.055,26.2,0.0,0.87,1.2,11.94,6.5,4.42,52
0.9,71.0,0.0,0.152,0.0,0.0,0.42,8.36,85.64,79.0,0.0,224
4.6,3.0,0.0,0.268,0.0,0.0,0.65,8.9,43.5,4.9,4.67,243
0.1,50.0,0.0,0.111,21.0,0.0,0.0,0.92,2.32,0.0,0.0,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77,0.0,97.81,389
4.0,0.0,6.75,0.642,0.0,0.0,0.24,22.77,0.0,0.0,0.0,134
2.7,3.0,0.01,0.013,0.0,0.0,0.03,4.2,84.0,1.6,45.42,378
1.9,100.0,1.0,0.3,0.0,0.0,0.0,18.99,0.0,0.0,0.0,98
0.2,0.0,0.0,0.051,0.0,0.0,0.13,3.79,23.22,1.4,0.1,112
1.1,7718.0,0.0,0.185,85.0,0.0,0.0,3.46,7.02,2.1,0.0,43
6.0,10579.0,0.0,2.579,0.0,0.0,0.0,19.93,52.04,29.8,0.0,285
0.7,4054.0,0.0,0.158,13.3,0.0,0.0,3.29,8.41,6.8,0.0,44
6.1,0.0,0.54,0.143,1.7,0.0,0.0,6.28,18.12,3.1,0.99,153
21.0,0.0,0.0,4.07,0.0,0.0,4.92,13.35,49.69,21.0,0.9,316
1.3,0.0,0.0,0.234,0.0,0.0,0.83,9.82,76.68,8.0,0.93,357
8.4,6185.0,0.0,1.74,46.5,0.0,0.0,7.61,74.97,26.3,0.0,313
6.7,0.0,0.0,0.23,21.0,0.0,0.0,10.76,68.47,28.0,0.0,311
0.2,6.0,0.0,0.046,38.7,0.0,0.15,0.35,6.9,0.3,2.52,22
0.8,0.0,0.0,0.16,5.0,0.0,0.26,1.82,17.77,2.0,1.7,80
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902
9.3,97.0,1.2,0.081,2.2,0.0,0.0,16.04,9.41,0.0,0.0,187
0.2,420.0,0.0,0.176,136.0,0.0,0.25,1.5,25.0,10.6,0.0,97
0.3,54.0,0.0,0.052,9.7,0.0,0.57,0.74,14.49,2.4,9.96,57
30.0,1012.0,1.47,0.056,0.0,22.0,0.26,23.41,1.12,0.0,1.12,368
0.1,6326.0,0.0,0.106,30.0,0.0,1.5,2.2,4.33,3.7,0.5,22
31.0,985.0,0.83,0.074,0.0,0.0,0.0,23.37,4.78,0.0,0.0,387
1.2,4.0,0.0,0.043,0.2,0.0,0.33,10.7,53.3,3.6,1.63,255
100.0,0.0,0.0,0.0,0.0,28.0,2.7,0.0,0.0,0.0,0.0,902
0.2,0.0,0.0,0.075,48.8,0.0,0.2,0.85,12.02,1.7,9.18,47
0.4,765.0,0.0,0.169,40.0,0.0,0.13,5.42,14.45,5.7,5.67,81
0.9,0.0,0.0,0.025,0.0,0.0,0.0,3.21,11.44,2.6,0.0,40
0.1,19.0,0.0,0.021,2.8,0.0,0.12,0.36,16.1,3.1,10.23,67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,99.19,399
11.0,0.0,1.05,0.19,0.0,37.0,0.25,13.83,0.0,0.0,0.0,157
16.0,0.0,0.76,0.15,0.0,26.0,1.74,8.68,10.64,0.0,0.0,216
17.0,200.0,1.26,0.23,0.0,44.0,0.25,11.8,9.2,0.0,0.0,235
6.2,12.0,0.24,0.27,8.1,10.0,0.22,16.3,3.34,0.1,3.34,139
0.1,63.0,0.0,0.057,14.0,0.0,1.32,0.46,11.97,3.6,4.27,46
24.0,212.0,0.0,0.047,0.0,0.0,1.02,6.0,40.95,3.8,3.46,401
59.0,1590.0,5.11,0.742,0.0,417.0,4.81,33.63,0.66,0.0,0.23,669
6.1,14.0,0.0,0.487,0.0,0.0,2.44,14.12,64.16,7.0,0.0,368
4.9,0.0,6.76,0.643,0.0,0.0,0.24,22.81,0.0,0.0,0.0,141
0.3,339.0,0.0,0.0,22.3,0.0,0.0,0.6,5.7,0.0,0.0,25
30.0,769.0,0.83,0.079,0.0,22.0,0.26,24.48,0.68,0.0,0.5,373
2.7,90.0,1.4,0.3,0.0,47.0,0.5,18.88,0.0,0.0,0.0,105
33.0,1242.0,1.1,0.066,0.0,24.0,0.71,22.87,3.09,0.0,0.48,404
29.0,1054.0,0.27,0.074,0.0,0.0,0.0,25.18,3.06,0.0,0.0,376
100.0,0.0,0.0,0.0,0.0,0.0,149.4,0.0,0.0,0.0,0.0,884
4.4,5.0,0.0,0.073,0.0,0.0,0.44,10.4,39.8,4.5,7.7,236
0.2,569.0,0.0,0.045,8.1,0.0,0.05,0.61,7.55,0.4,6.2,30
15.0,113.0,0.29,0.448,27.6,11.0,0.23,6.08,27.81,3.3,1.79,268
13.0,2891.0,0.4,0.098,7.3,31.0,0.93,7.89,5.9,0.7,1.85,172
30.0,88.0,0.0,0.479,0.0,0.0,6.9,11.69,5.31,2.6,0.0,309
5.9,2924.0,0.0,0.336,21.8,0.0,0.0,3.31,20.7,14.1,0.0,131
0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,74.9,0.0,74.9,290
2.2,11.0,0.0,0.443,0.0,0.0,2.73,15.91,68.63,23.8,2.31,325
100.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,884
6.6,0.0,0.0,0.026,0.0,0.0,0.0,11.9,73.5,5.1,0.0,407
0.3,50.0,0.0,0.172,129.0,0.0,0.25,1.5,16.0,10.6,4.17,47
13.0,49254.0,0.0,2.141,0.9,0.0,29.1,14.14,53.99,34.9,10.34,282
0.3,332.0,0.0,0.025,5.4,0.0,0.77,1.06,10.55,1.7,7.89,44
0.4,25.0,0.0,0.05,36.4,0.0,0.87,1.44,9.8,1.7,8.1,43
0.1,0.0,0.0,0.258,44.0,0.0,0.0,2.6,17.23,4.9,0.0,74
0.6,224.0,0.0,0.075,0.6,0.0,0.8,0.82,40.77,0.9,33.24,172
4.9,100.0,3.0,0.4,0.0,0.0,0.0,18.51,0.0,0.0,0.0,123
0.3,40.0,0.0,0.0,8.0,0.0,0.0,0.4,19.95,0.0,0.0,76
0.2,0.0,0.0,0.1,29.0,0.0,0.1,1.07,27.12,4.9,11.0,103
0.1,0.0,0.0,0.005,0.0,0.0,0.0,0.3,88.15,3.4,0.0,357
0.3,2655.0,0.0,0.215,84.9,0.0,0.69,1.1,5.1,1.9,2.71,23
1.0,114.0,0.0,0.056,11.7,0.0,0.38,0.96,5.84,1.9,3.93,32
0.5,0.0,0.0,0.188,5.4,0.0,0.0,2.52,78.47,6.8,0.0,296
16.0,32.0,0.23,0.243,13.3,26.0,0.45,11.42,4.68,0.5,2.9,209
0.1,0.0,0.0,0.026,0.0,0.0,0.0,0.06,12.65,0.0,12.65,288
5.6,30.0,1.53,0.19,1.6,988.0,0.63,17.83,0.0,0.0,0.0,127
1.3,0.0,0.0,0.265,2.6,0.0,0.0,7.49,42.53,1.1,0.0,198
0.7,60.0,1.04,0.387,0.0,0.0,0.0,18.99,0.0,0.0,0.0,87
0.1,3191.0,0.0,0.129,43.0,0.0,1.0,2.3,1.29,0.5,0.2,11
0.6,100.0,0.56,0.304,0.0,0.0,0.0,18.99,0.0,0.0,0.0,87
5.3,4.0,0.05,0.027,0.0,0.0,0.5,7.05,44.38,3.5,14.11,253
5.9,530.0,0.0,1.01,80.8,0.0,0.0,11.43,65.37,3.9,0.0,310
0.1,50.0,0.0,0.038,30.0,0.0,0.22,0.42,8.42,0.4,1.69,25
2.4,10.0,0.0,0.23,0.0,0.0,0.79,14.57,70.19,10.7,6.82,338
0.5,93.0,0.0,0.213,0.0,0.0,0.11,1.1,2.4,1.6,1.06,15
42.0,0.0,0.0,0.473,0.6,0.0,0.31,18.29,28.88,27.3,1.55,534
32.0,948.0,1.6,0.081,0.0,24.0,0.28,29.81,0.36,0.0,0.36,413
30.0,1113.0,2.42,0.271,0.0,0.0,0.0,9.65,42.65,0.0,0.0,466
31.0,913.0,1.68,0.083,0.0,23.0,0.27,25.6,1.55,0.0,1.55,389
81.0,2499.0,0.17,0.003,0.0,0.0,2.32,0.85,0.06,0.0,0.06,717
100.0,0.0,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,0.0,884
14.0,58.0,0.08,0.037,0.2,0.0,1.22,7.6,71.73,3.4,10.32,446
0.2,149.0,0.0,0.249,0.0,0.0,0.0,1.81,74.97,6.7,66.47,277
0.2,19.0,0.0,0.266,1.9,0.0,0.0,4.24,13.39,1.3,0.0,65
4.4,16.0,0.03,0.068,0.0,0.0,0.48,8.4,48.5,4.0,8.14,269
3.5,1.0,0.0,0.048,0.0,0.0,0.29,8.8,50.1,3.2,3.17,271
0.6,30.0,0.0,0.066,3.5,0.0,0.1,2.8,62.5,5.1,38.8,239
3.4,0.0,0.0,0.36,0.0,0.0,0.66,13.0,80.0,2.7,0.55,354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.4,21
14.0,2086.0,0.31,0.12,2.5,13.0,0.15,8.06,14.06,0.3,0.2,213
100.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,884
100.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,884
0.4,0.0,0.0,0.0,28.0,0.0,0.0,4.9,74.0,0.0,0.0,286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,11
3.1,0.0,0.0,0.02,0.0,0.0,0.54,8.2,69.39,1.7,0.25,338
1.9,5.0,0.0,0.123,0.0,0.0,0.63,4.4,21.3,2.8,0.87,120
0.4,1127.0,0.0,0.299,18.4,0.0,0.14,1.3,31.89,2.3,15.0,122
0.8,8424.0,0.0,0.09,133.0,0.0,0.75,2.97,6.33,3.3,0.85,36
2.3,22.0,0.0,0.318,0.0,0.0,0.57,12.48,73.48,17.3,0.8,354
27.0,415.0,1.12,0.085,0.0,20.0,0.23,31.8,3.63,0.0,0.73,387
7.4,267.0,0.31,0.016,2.6,6.0,0.2,6.84,55.35,0.0,49.74,315
0.3,27.0,0.0,0.057,8.0,0.0,2.26,1.43,4.48,0.9,0.6,23
0.2,2.0,0.0,0.083,0.0,0.0,0.01,3.08,18.58,4.5,0.1,83
11.0,0.0,0.14,0.199,0.0,0.0,0.0,19.91,7.62,0.0,0.0,195
18.0,99.0,0.13,0.15,0.0,0.0,0.0,18.01,4.05,0.3,0.47,158
1.0,3.0,0.0,0.108,0.0,0.0,0.02,3.51,23.67,1.3,0.13,119
0.9,138.0,0.0,0.023,4.3,0.0,0.88,2.36,4.89,3.2,0.41,23
1.1,60.0,0.0,0.037,14.7,0.0,0.0,0.44,19.96,5.3,0.0,83
1.1,19.0,0.0,0.391,0.0,0.0,0.82,14.73,74.9,6.2,2.5,357
0.3,0.0,0.0,0.26,1.1,0.0,0.0,5.33,20.23,0.0,0.0,99
0.3,50.0,0.4,0.12,0.0,8.0,1.0,16.4,0.0,0.0,0.0,73
0.6,110.0,0.0,0.329,13.7,0.0,0.34,1.72,23.25,1.5,19.08,95
1.2,0.0,0.0,0.09,183.0,0.0,0.31,3.8,70.7,4.6,66.1,277
0.2,2.0,0.0,0.1,25.0,0.0,0.3,1.08,8.62,2.3,4.46,37
0.4,7092.0,0.0,0.273,38.2,0.0,0.0,2.0,3.6,0.0,0.0,21
11.0,30.0,0.22,0.046,1.7,0.0,1.42,3.3,41.1,2.2,25.75,274
100.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,884
0.7,5.0,0.0,0.257,12.6,0.0,0.27,1.57,17.71,3.0,12.87,75
26.0,1045.0,2.1,0.065,0.0,0.0,0.0,24.41,1.88,0.0,0.0,340
0.1,756.0,0.0,0.091,5.6,0.0,1.13,2.2,3.88,2.1,1.88,20
0.4,1926.0,0.0,0.054,10.0,0.0,0.89,1.4,11.12,2.0,9.24,48
0.4,623.0,0.0,0.175,89.2,0.0,0.78,2.82,6.64,2.6,1.7,34
30.0,1080.0,1.26,0.065,0.0,22.0,0.26,23.24,2.79,0.0,0.51,371
0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.12,98.09,0.0,97.02,380
0.1,19.0,0.0,0.0,0.0,0.0,0.04,0.34,82.74,1.6,80.68,322
26.0,90.0,1.19,0.157,15.2,28.0,0.56,10.91,4.29,0.0,2.05,299
35.0,0.0,1.0,0.04,0.0,52.0,0.13,14.6,1.29,0.0,1.29,379
50.0,2.0,0.0,0.137,0.0,0.0,25.63,21.15,21.55,12.5,4.35,579
0.1,4.0,0.0,0.345,8.0,0.0,0.04,2.5,16.8,3.2,7.87,72
0.6,0.0,0.0,0.11,0.0,0.0,0.0,12.76,77.43,5.0,0.0,376
0.2,0.0,0.0,0.003,0.0,0.0,0.0,0.0,98.0,0.0,62.9,394
3.0,32.0,6.0,1.336,0.0,0.0,0.0,41.71,34.71,17.5,0.0,311
0.1,0.0,0.0,0.002,0.0,0.0,0.0,0.04,67.04,0.0,60.46,260
3.5,0.0,0.0,0.443,0.0,0.0,0.5,10.62,72.09,6.7,2.53,329
100.0,0.0,0.0,0.0,0.0,0.0,47.2,0.0,0.0,0.0,0.0,884
0.4,0.0,0.0,0.95,1.4,0.0,0.0,4.82,81.03,0.0,0.0,298
0.4,1320.0,0.0,0.073,21.0,0.0,0.0,2.03,3.39,0.0,0.0,20
0.1,7.0,0.0,0.071,14.8,0.0,0.0,0.68,3.4,1.6,1.86,16
4.3,0.0,0.0,0.039,0.0,0.0,0.3,8.6,50.2,3.2,0.31,277
1.5,0.0,0.0,0.147,0.0,0.0,0.32,10.2,48.89,4.1,6.12,250
8.6,4.0,0.03,0.121,14.6,0.0,0.54,0.91,15.65,2.0,13.54,144
0.3,0.0,0.0,0.09,17.0,0.0,1.49,1.2,17.99,4.9,4.8,75
0.2,0.0,0.0,0.003,0.0,0.0,0.0,0.1,90.9,0.0,84.87,354
0.6,5019.0,0.0,0.165,35.3,0.0,2.26,3.02,5.42,4.0,0.46,32
5.0,0.0,0.0,0.554,0.0,0.0,1.26,10.0,82.64,0.0,0.0,416
32.0,994.0,0.83,0.079,0.0,24.0,0.28,23.76,2.57,0.0,0.52,394
34.0,1111.0,0.22,0.056,0.0,0.0,0.86,6.15,5.52,0.0,3.76,350
20.0,0.0,0.93,0.27,0.0,56.0,0.26,15.3,0.73,0.0,0.0,247
0.3,0.0,0.0,0.165,8.0,0.0,0.36,1.5,9.2,1.8,1.6,42
0.9,290.0,0.0,0.036,43.9,0.0,0.15,1.88,15.9,6.5,9.36,71
7.0,0.0,0.0,0.165,0.0,0.0,1.01,17.3,66.22,15.4,1.45,246
0.9,4.0,0.0,0.08,0.0,0.0,0.26,5.5,26.44,3.9,0.0,127
21.0,93.0,0.24,0.048,0.0,2.0,1.49,10.42,44.83,2.1,2.08,408
3.1,89.0,0.15,0.232,0.0,2.0,0.47,12.5,47.07,6.3,9.38,266
0.1,36.0,0.0,0.15,62.0,0.0,0.48,1.7,6.2,3.6,2.6,27
31.0,1047.0,3.06,0.071,0.0,0.0,0.6,26.96,1.44,0.0,0.0,393
27.0,563.0,1.54,0.08,0.0,20.0,0.24,24.94,2.22,0.0,2.22,356
0.4,17247.0,0.0,0.457,116.7,0.0,12.25,12.91,74.68,16.5,43.9,302
29.0,721.0,1.22,0.166,0.0,21.0,0.25,21.4,2.34,0.0,0.5,353
28.0,592.0,1.65,0.235,0.0,20.0,0.24,20.75,0.45,0.0,0.45,334
0.3,3500.0,0.0,0.05,19.5,0.0,0.0,0.85,3.65,1.7,0.0,18
1.7,4751.0,0.0,0.348,160.1,0.0,0.0,5.56,24.45,14.0,0.0,101
0.6,5275.0,0.0,0.155,18.0,0.0,0.8,3.15,2.65,1.6,0.3,23
0.2,102.0,0.0,0.024,8.0,0.0,0.27,0.9,4.54,1.8,1.1,21
0.1,457.0,0.0,0.07,9.3,0.0,0.0,1.32,3.33,2.2,1.15,16
0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.2,71.3,0.0,71.3,318
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884
100.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,884
0.1,0.0,0.0,0.0,84.0,0.0,0.0,1.31,15.14,1.1,0.0,60
0.2,1528.0,0.0,0.1,1.0,0.0,0.0,0.43,12.14,1.7,0.0,47
0.5,57.0,0.0,0.152,3.6,0.0,0.0,0.33,7.44,3.8,0.0,32
0.1,8513.0,0.0,0.061,9.0,0.0,1.06,1.0,6.5,0.5,2.76,26
0.2,16706.0,0.0,0.138,5.9,0.0,0.66,0.93,9.58,2.8,4.74,41
0.9,67.0,1.6,0.03,0.0,0.0,0.63,15.18,6.85,0.0,0.0,99
0.1,98.0,0.0,0.124,36.6,0.0,0.15,1.28,5.8,2.5,3.2,25
0.1,0.0,0.0,0.116,2.0,0.0,0.0,0.7,4.07,1.6,0.0,17
0.1,100.0,0.0,0.0,54.1,0.0,0.0,1.5,17.6,5.3,8.55,69
3.2,2.0,0.0,0.111,0.2,0.0,0.19,10.72,48.68,4.0,5.91,267
28.0,825.0,1.54,0.076,0.0,20.0,0.24,24.99,1.43,0.0,1.43,357
21.0,422.0,1.69,0.424,0.0,16.0,0.18,14.21,4.09,0.0,4.09,264
0.0,8.0,0.0,0.036,61.0,0.0,0.0,0.76,9.62,1.0,0.0,38
